pathway,pathway_direction,pathway_median_d,reaction_id,reaction_name,cohens_d,p_value,significant,genes,n_genes,ec_number
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02411_pos,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA:acetyl-CoA C-acyltransferase",-2.431263511438403,0.002268703998807805,True,Acaa1a; Acaa1b; Myo5b,3,2.3.1.16
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02415_pos,No name available,-2.3925239743776157,0.003587016951612497,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02417_pos,No name available,-2.3925239743776157,0.003587016951612497,True,Hsd17b12,1,1.1.1.330
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02419_pos,No name available,-2.3925239743776157,0.003587016951612497,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02421_pos,No name available,-2.3925239743776157,0.003587016951612497,True,Tecr; Tecrl,2,1.3.1.93
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02423_pos,No name available,-2.6991019655520243,0.0016069986658221952,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02426_pos,No name available,-2.6991019655520243,0.0016069986658221952,True,Hsd17b12,1,1.1.1.330
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02428_pos,No name available,-2.6991019655520243,0.0016069986658221952,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02430_pos,No name available,-2.6991019655520243,0.0016069986658221952,True,Tecr; Tecrl,2,1.3.1.93
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02433_pos,No name available,-4.163264655781886,0.0016069986658221952,True,Elovl1; Elovl2; Elovl3; Elovl4; Elovl5; Elovl6; Elovl7,7,2.3.1.199
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02434_pos,No name available,-4.163264655781886,0.0016069986658221952,True,Hsd17b12,1,1.1.1.330
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02435_pos,No name available,-4.163264655781886,0.0016069986658221952,True,Hacd1; Hacd2; Hacd3; Hacd4; Higd2a,5,4.2.1.134
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR02436_pos,No name available,-4.163264655781886,0.0016069986658221952,True,Tecr; Tecrl,2,1.3.1.93
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR03452_pos,No name available,-2.063787128892,0.008888808630577514,True,Acad9; Acadl; Acadm; Acadvl,4,1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR03453_pos,No name available,-2.063787128892,0.008888808630577514,True,Echs1; Ehhadh; Hadha,3,4.2.1.17
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR03454_pos,No name available,-2.063787128892,0.008888808630577514,True,Hadh; Hadha; Hsd17b10,3,1.1.1.35;1.1.1.211
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR03455_neg,No name available,-2.063787128892,0.008888808630577514,True,Acaa2; Hadha; Hadhb,3,2.3.1.16;1.1.1.211
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR03456_pos,No name available,-2.063787128892,0.008888808630577514,True,Acad9; Acadl; Acadm; Acadvl,4,1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR03457_pos,No name available,-2.063787128892,0.008888808630577514,True,Decr1; Decr2,2,1.3.1.34
Omega-6 fatty acid metabolism,CD5 lo,-2.4118937429080094,MAR03458_pos,No name available,-2.063787128892,0.008888808630577514,True,Eci1; Eci2,2,5.3.3.8
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03170_pos,No name available,-2.0768991507724626,0.019091465014925913,True,Acad9; Acadl; Acadm; Acadvl,4,1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03171_pos,No name available,-2.0768991507724626,0.019091465014925913,True,Echs1; Ehhadh; Hadha,3,4.2.1.17
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03172_pos,No name available,-2.0768991507724626,0.019091465014925913,True,Hadh; Hadha; Hsd17b10,3,1.1.1.35;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03173_pos,No name available,-2.0768991507724626,0.019091465014925913,True,Acaa2; Hadha; Hadhb,3,2.3.1.16;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03174_pos,No name available,-2.0768991507724626,0.019091465014925913,True,Acad9; Acadl; Acadm; Acadvl,4,1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03175_pos,No name available,-2.0768991507724626,0.019091465014925913,True,Echs1; Ehhadh; Hadha,3,4.2.1.17
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03176_pos,No name available,-2.0768991507724626,0.019091465014925913,True,Hadh; Hadha; Hsd17b10,3,1.1.1.35;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03177_pos,No name available,-2.0768991507724626,0.019091465014925913,True,Acaa2; Hadha; Hadhb,3,2.3.1.16;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03178_pos,No name available,-3.7675215625466665,0.0016069986658221952,True,Acad9; Acadl; Acadm; Acadvl,4,1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03179_pos,No name available,-3.7675215625466665,0.0016069986658221952,True,Echs1; Ehhadh; Hadha,3,4.2.1.17
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03180_pos,No name available,-3.7675215625466665,0.0016069986658221952,True,Hadh; Hadha; Hsd17b10,3,1.1.1.35;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03181_pos,No name available,-3.7675215625466665,0.0016069986658221952,True,Acaa2; Hadha; Hadhb,3,2.3.1.16;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03182_pos,No name available,-4.0533580009776555,0.0016069986658221952,True,Acad9; Acadl; Acadm; Acadvl,4,1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03183_pos,No name available,-4.0533580009776555,0.0016069986658221952,True,Echs1; Ehhadh; Hadha,3,4.2.1.17
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03184_pos,No name available,-4.0533580009776555,0.0016069986658221952,True,Hadh; Hadha; Hsd17b10,3,1.1.1.35;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03185_pos,No name available,-4.0533580009776555,0.0016069986658221952,True,Acaa2; Hadha; Hadhb,3,2.3.1.16;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03186_pos,No name available,-3.5776437322542827,0.0016069986658221952,True,Acad9; Acadl; Acadm; Acadvl,4,1.3.8.7;1.3.8.8;1.3.8.9;1.3.99.-
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03187_pos,No name available,-3.5776437322542827,0.0016069986658221952,True,Echs1; Ehhadh; Hadha,3,4.2.1.17
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03188_pos,No name available,-3.5776437322542827,0.0016069986658221952,True,Hadh; Hadha; Hsd17b10,3,1.1.1.35;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03189_pos,No name available,-3.5776437322542827,0.0016069986658221952,True,Acaa2; Hadha; Hadhb,3,2.3.1.16;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03190_pos,No name available,-2.2245217451050547,0.005465654529962118,True,Acad9; Acadm,2,1.3.8.7;1.3.99.-
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03191_pos,No name available,-2.2245217451050547,0.005465654529962118,True,Echs1; Ehhadh; Hadha,3,4.2.1.17
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03192_pos,No name available,-2.2245217451050547,0.005465654529962118,True,Hadh; Hadha; Hsd17b10,3,1.1.1.35;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03193_pos,No name available,-2.2245217451050547,0.005465654529962118,True,Acaa2; Hadha; Hadhb,3,2.3.1.16;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03194_pos,No name available,-2.2221543758504643,0.005465654529962118,True,Acad9; Acadm,2,1.3.8.7;1.3.99.-
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03195_pos,No name available,-2.2221543758504643,0.005465654529962118,True,Echs1; Ehhadh; Hadha,3,4.2.1.17
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03196_pos,No name available,-2.2221543758504643,0.005465654529962118,True,Hadh; Hadha; Hsd17b10,3,1.1.1.35;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03197_pos,No name available,-2.2221543758504643,0.005465654529962118,True,Acaa2; Hadha; Hadhb,3,2.3.1.16;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03198_pos,No name available,-2.237221295907254,0.005465654529962118,True,Acad9; Acadm,2,1.3.8.7;1.3.99.-
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03199_pos,No name available,-2.237221295907254,0.005465654529962118,True,Echs1; Ehhadh; Hadha,3,4.2.1.17
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03200_pos,No name available,-2.237221295907254,0.005465654529962118,True,Hadh; Hadha; Hsd17b10,3,1.1.1.35;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03201_pos,No name available,-2.237221295907254,0.005465654529962118,True,Acaa2; Hadha; Hadhb,3,2.3.1.16;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03202_pos,No name available,-2.2463932086757463,0.005465654529962118,True,Acadsb,1,1.3.8.5
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03203_pos,No name available,-2.2463932086757463,0.005465654529962118,True,Echs1; Ehhadh; Hadha,3,4.2.1.17
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03204_pos,No name available,-2.2463932086757463,0.005465654529962118,True,Hadh; Hadha; Hsd17b10,3,1.1.1.35;1.1.1.211
Beta oxidation of odd-chain fatty acids (mitochondrial),CD5 lo,-2.237221295907254,MAR03205_pos,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase,-2.2463932086757463,0.005465654529962118,True,Acaa2; Hadha; Hadhb,3,2.3.1.16;1.1.1.211
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02152_pos,Acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),-2.2230302327481417,0.005465654529962118,True,Fasn; Oxsm,2,2.3.1.85;2.3.1.179
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02153_pos,(3R)-3-hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase,-2.2230302327481417,0.005465654529962118,True,Fasn,1,2.3.1.85;2.3.1.86;1.1.1.100
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02154_pos,(3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,-2.2230302327481417,0.005465654529962118,True,Fasn,1,2.3.1.85;4.2.1.59
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02155_pos,butyryl-[acp]:NADP+ trans-2-oxidoreductase,-2.2230302327481417,0.005465654529962118,True,Fasn; Mecr; Pecr,3,2.1.3.85;1.3.1.39
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02156_pos,butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),-2.2230302327481417,0.005465654529962118,True,Fasn; Oxsm,2,2.3.1.85;2.3.1.41;2.3.1.179
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02157_pos,(3R)-3-hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,-2.2230302327481417,0.005465654529962118,True,Fasn,1,2.3.1.85;2.3.1.86;1.1.1.100
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02158_pos,(3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,-2.2230302327481417,0.005465654529962118,True,Fasn,1,2.3.1.85;4.2.1.59
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02159_pos,hexanoyl-[acp]:NADP+ trans-2-oxidoreductase,-2.2230302327481417,0.005465654529962118,True,Fasn,1,2.3.1.85;1.3.1.39
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02160_pos,hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),-2.2230302327481417,0.005465654529962118,True,Fasn; Oxsm,2,2.3.1.85;2.3.1.41;2.3.1.179
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02161_pos,(3R)-3-hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,-2.2230302327481417,0.005465654529962118,True,Fasn,1,2.3.1.85;2.3.1.86;1.1.1.100
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02162_pos,(3R)-3-hydroxyoctanoyl-[acyl-carrier-protein] hydro-lyase,-2.2230302327481417,0.005465654529962118,True,Fasn,1,2.3.1.85;4.2.1.59
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02163_pos,octanoyl-[acp]:NADP+ trans-2-oxidoreductase,-2.2230302327481417,0.005465654529962118,True,Fasn,1,2.3.1.85;1.3.1.39
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02164_pos,Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),-2.2195873423223897,0.005465654529962118,True,Fasn; Oxsm,2,2.3.1.85;2.3.1.41;2.3.1.179
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02165_pos,(3R)-3-hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,-2.2195873423223897,0.005465654529962118,True,Fasn,1,2.3.1.85;2.3.1.86;1.1.1.100
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02166_pos,(3R)-3-hydroxydecanoyl-[acyl-carrier-protein] hydro-lyase,-2.2195873423223897,0.005465654529962118,True,Fasn,1,2.3.1.85;4.2.1.59
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02167_pos,decanoyl-[acp]:NADP+ trans-2-oxidoreductase,-2.2195873423223897,0.005465654529962118,True,Fasn,1,2.3.1.85;1.3.1.39
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02168_pos,Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),-2.2195873423223897,0.005465654529962118,True,Fasn; Oxsm,2,2.3.1.85;2.3.1.41;2.3.1.179
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02169_pos,(3R)-3-hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,-2.2195873423223897,0.005465654529962118,True,Fasn,1,2.3.1.85;2.3.1.86;1.1.1.100
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02170_pos,(3R)-3-hydroxydodecanoyl-[acyl-carrier-protein] hydro-lyase,-2.2195873423223897,0.005465654529962118,True,Fasn,1,2.3.1.85;4.2.1.59
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02171_pos,dodecanoyl-[acp]:NADP+ trans-2-oxidoreductase,-2.2195873423223897,0.005465654529962118,True,Fasn,1,2.3.1.85;1.3.1.39
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02173_pos,dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),-2.3335198170730456,0.005465654529962118,True,Fasn; Oxsm,2,2.3.1.85;2.3.1.41;2.3.1.179
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02174_pos,(3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,-2.3335198170730456,0.005465654529962118,True,Fasn,1,2.3.1.85;2.3.1.86;1.1.1.100
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02175_pos,(3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein] hydro-lyase,-2.3335198170730456,0.005465654529962118,True,Fasn,1,2.3.1.85;4.2.1.59
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02176_pos,tetradecanoyl-[acp]:NADP+ trans-2-oxidoreductase,-2.3335198170730456,0.005465654529962118,True,Fasn,1,2.3.1.85;1.3.1.39
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02178_pos,Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating),-1.8585207302000009,0.013156634822295656,True,Fasn; Oxsm,2,2.3.1.85;2.3.1.41;2.3.1.179
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02179_pos,(3R)-3-hydroxypalmitoyl-[acyl-carrier-protein]:NADP+ oxidoreductase,-1.8585207302000009,0.013156634822295656,True,Fasn,1,2.3.1.85;2.3.1.86;1.1.1.100
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02180_pos,(3R)-3-hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase,-1.8585207302000009,0.013156634822295656,True,Fasn,1,2.3.1.85;4.2.1.59
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR02181_pos,hexadecanoyl-[acp]:NADP+ trans-2-oxidoreductase,-1.8585207302000009,0.013156634822295656,True,Fasn,1,2.3.1.85;1.3.1.39
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR07672_pos,biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming),-3.0263078754533277,0.003587016951612497,True,Acaca,1,6.3.4.14
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR07673_pos,carboxybiotin-carboxyl-carrier-protein:acetyl-CoA carboxytransferase,-3.0263078754533277,0.003587016951612497,True,Acaca,1,6.4.1.2
Fatty acid biosynthesis (even-chain),CD5 lo,-2.2230302327481417,MAR20112_pos,MAR20112,-0.9060573691867758,0.22140435206212575,False,Acacb,1,6.4.1.2
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01440_pos,(R)-Mevalonate:NADP+ oxidoreductase (CoA acylating),-0.8458600651469471,0.1016320232379835,False,Hmgcr,1,1.1.1.34
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01445_pos,ATP:(R)-mevalonate 5-phosphotransferase,-2.4209350088083306,0.002268703998807805,True,Mvk,1,2.7.1.36
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01448_neg,ATP:(R)-5-phosphomevalonate phosphotransferase,-2.4209350088083306,0.002268703998807805,True,Pmvk,1,2.7.4.2
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01454_pos,isopentenyl-diphosphate Delta3-Delta2-isomerase,-2.4209350088083306,0.002268703998807805,True,Idi1; Idi2,2,5.3.3.2
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01465_pos,farnesyl-diphosphate:farnesyl-diphosphate farnesyltransferase,-2.4209350088083306,0.002268703998807805,True,Fdft1,1,2.5.1.21
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01467_pos,"presqualene-diphosphate diphosphate-lyase (reducing, squalene-forming)",-2.4209350088083306,0.002268703998807805,True,Fdft1,1,2.5.1.21
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01470_pos,"squalene,NADPH-hemoprotein:oxygen oxidoreductase (2,3-epoxidizing)",-3.55205456714406,0.0016069986658221952,True,Sqle,1,1.14.13.132
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01473_pos,"(S)-2,3-Epoxysqualene mutase (cyclizing, lanosterol-forming)",-3.55205456714406,0.0016069986658221952,True,Lss,1,5.4.99.7
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01477_pos,No name available,-2.7128678153781376,0.0016069986658221952,True,Cyp51,1,1.14.13.70
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01478_pos,No name available,-2.7128678153781376,0.0016069986658221952,True,Cyp51,1,1.14.13.70
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01479_pos,"lanosterol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (14-methyl cleaving)",-2.7128678153781376,0.0016069986658221952,True,Cyp51,1,1.14.13.70
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01484_pos,"4,4-dimethyl-5a-cholesta-8,24-dien-3b-ol:NADP+ D14-oxidoreductase",-2.7128678153781376,0.0016069986658221952,True,Lbr; Tm7sf2,2,1.3.1.70
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01490_pos,"14-demethyllanosterol,ferrocytochrome-b5:oxygen oxidoreductase (hydroxylating)",-2.7128678153781376,0.0016069986658221952,True,Faxdc2; Msmo1,2,1.14.13.72
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01493_pos,No name available,-2.7128678153781376,0.0016069986658221952,True,Faxdc2; Msmo1,2,1.14.13.72
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01494_pos,No name available,-2.7128678153781376,0.0016069986658221952,True,Faxdc2; Msmo1,2,1.14.13.72
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01495_pos,No name available,-2.7128678153781376,0.0016069986658221952,True,Nsdhl,1,1.1.1.170
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01496_pos,No name available,-2.687014916635364,0.0016069986658221952,True,Nsdhl,1,1.1.1.170
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01500_pos,4alpha-methylzymosterol:NADP+ 3-oxidoreductase,-2.7128678153781376,0.0016069986658221952,True,Hsd17b7,1,1.1.1.270
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01502_pos,No name available,-2.7128678153781376,0.0016069986658221952,True,Faxdc2; Msmo1,2,1.14.13.72
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01503_pos,No name available,-2.7128678153781376,0.0016069986658221952,True,Faxdc2; Msmo1,2,1.14.13.72
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01504_pos,No name available,-2.7128678153781376,0.0016069986658221952,True,Faxdc2; Msmo1,2,1.14.13.72
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01505_pos,No name available,-2.7128678153781376,0.0016069986658221952,True,Nsdhl,1,1.1.1.170
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01509_pos,No name available,-2.7128678153781376,0.0016069986658221952,True,Hsd17b7,1,1.1.1.270
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01512_pos,"delta8,24-Cholestadien-3beta-ol delta7-delta8-isomerase",-2.7128678153781376,0.0016069986658221952,True,Ebp,1,5.3.3.5
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01516_pos,No name available,-2.6629249361661067,0.0016069986658221952,True,Sc5d,1,1.14.21.6
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01519_pos,No name available,-2.6629249361661067,0.0016069986658221952,True,Dhcr7,1,1.3.1.21
Cholesterol biosynthesis 1 (Bloch pathway),CD5 lo,-2.7128678153781376,MAR01526_pos,cholesterol:NADP+ Delta24-oxidoreductase,-4.264766705002845,0.0016069986658221952,True,Dhcr24,1,1.3.1.72
